,player_id,pitch1,pitch2,uses,tot_bb,exit_velo,exit_velo_minus,whiff_rate,whiff_rate_add
5655,641571,Slider,2-Seam Fastball,6,1,105.1,-13.324999999999989,0.0,-0.08108108108108109
5656,641571,2-Seam Fastball,Curveball,4,2,103.5,-8.049999999999997,0.0,0.0
5657,641571,2-Seam Fastball,4-Seam Fastball,9,2,90.5,1.9375,0.1111111111111111,0.05257452574525744
5658,641571,2-Seam Fastball,Changeup,10,2,92.65,-3.410000000000011,0.1,-0.04999999999999999
5659,641571,2-Seam Fastball,Slider,2,0,,,0.0,-0.09195402298850575
5660,641571,2-Seam Fastball,2-Seam Fastball,5,0,,,0.2,0.11891891891891893
5661,640448,Sinker,Sinker,154,34,83.9844827586207,-0.3744827586207151,0.06493506493506493,-0.009894867037724187
5662,640448,Sinker,Slider,50,10,88.47142857142858,-1.8030075187969885,0.3,0.07011494252873562
5663,640448,Sinker,Split-Finger,22,3,81.35999999999999,-4.071111111111108,0.22727272727272727,0.038083538083538065
5664,640448,Sinker,4-Seam Fastball,0,0,,,,
5665,640448,Slider,Sinker,46,7,80.0375,3.572499999999991,0.15217391304347827,0.07734398107068916
5666,640448,Slider,Slider,16,1,79.0,7.668421052631587,0.0625,-0.16738505747126436
5667,640448,Slider,Split-Finger,2,0,,,0.5,0.3108108108108108
5668,640448,Slider,4-Seam Fastball,1,1,88.7,0.0,0.0,0.0
5669,640448,Split-Finger,Sinker,13,4,88.85,-5.240000000000009,0.07692307692307693,0.002093144950287812
5670,640448,Split-Finger,Slider,3,0,,,0.0,-0.22988505747126436
5671,640448,Split-Finger,Split-Finger,9,1,87.69999999999999,-10.411111111111111,0.1111111111111111,-0.0780780780780781
5672,640448,Split-Finger,4-Seam Fastball,0,0,,,,
5673,640448,4-Seam Fastball,Sinker,0,0,,,,
5674,640448,4-Seam Fastball,Slider,0,0,,,,
5675,640448,4-Seam Fastball,Split-Finger,0,0,,,,
5676,640448,4-Seam Fastball,4-Seam Fastball,0,0,,,,
5677,656427,4-Seam Fastball,4-Seam Fastball,760,125,85.09032258064512,1.4759959572138683,0.10657894736842105,0.012297649068575611
5678,656427,4-Seam Fastball,Slider,389,67,84.38311688311688,-3.31010101010105,0.23393316195372751,-0.0026522038999310105
5679,656427,4-Seam Fastball,Sinker,17,0,70.6,16.18750000000003,0.0,-0.08247422680412371
5680,656427,4-Seam Fastball,Curveball,30,6,82.60000000000001,-3.1538461538461604,0.03333333333333333,-0.08947368421052632
5681,656427,4-Seam Fastball,Changeup,18,5,90.98,-8.332380952380959,0.1111111111111111,0.022503516174402244
5682,656427,4-Seam Fastball,2-Seam Fastball,101,12,79.06153846153846,6.65005574136012,0.10891089108910891,0.0008649140776146591
5683,656427,4-Seam Fastball,Knuckle Curve,116,10,93.94999999999999,-4.727419354838688,0.11206896551724138,0.00014682439801996794
5684,656427,Slider,4-Seam Fastball,376,83,86.91717171717171,-0.35085317931272186,0.09308510638297872,-0.0011961919168667207
5685,656427,Slider,Slider,315,50,80.2509090909091,0.8221067821067294,0.273015873015873,0.036430507162214465
5686,656427,Slider,Sinker,21,8,87.19,-0.402499999999975,0.09523809523809523,0.012763868433971523
5687,656427,Slider,Curveball,25,3,77.05999999999999,2.38615384615386,0.28,0.15719298245614038
5688,656427,Slider,Changeup,12,5,75.67999999999999,6.967619047619053,0.08333333333333333,-0.005274261603375532
5689,656427,Slider,2-Seam Fastball,89,15,88.75999999999999,-3.0484057971014096,0.14606741573033707,0.03802143871884282
5690,656427,Slider,Knuckle Curve,77,12,90.27272727272727,-1.0501466275659652,0.2077922077922078,0.09587006667298639
5691,656427,Sinker,4-Seam Fastball,14,3,88.975,-2.408681462141004,0.2857142857142857,0.19143298741444026
5692,656427,Sinker,Slider,27,2,77.7,3.373015873015831,0.18518518518518517,-0.05140018066847335
5693,656427,Sinker,Sinker,26,5,89.6125,-2.8249999999999744,0.11538461538461539,0.03291038858049168
5694,656427,Sinker,Curveball,8,3,77.2,2.2461538461538453,0.125,0.0021929824561403577
5695,656427,Sinker,Changeup,2,0,,,0.0,-0.08860759493670886
5696,656427,Sinker,2-Seam Fastball,0,0,,,,
5697,656427,Sinker,Knuckle Curve,0,0,,,,
5698,656427,Curveball,4-Seam Fastball,38,8,86.34166666666668,0.22465187119230734,0.15789473684210525,0.06361343854225981
5699,656427,Curveball,Slider,32,6,75.23333333333332,5.839682539682514,0.28125,0.044664634146341475
5700,656427,Curveball,Sinker,7,1,76.15,10.637500000000017,0.0,-0.08247422680412371
